Title,Authors,volumeInfo.description,volumeInfo.pageCount,volumeInfo.categories,volumeInfo.averageRating,volumeInfo.ratingsCount,volumeInfo.imageLinks.thumbnail,volumeInfo.previewLink,volumeInfo.subtitle,BuyLink
The Gentleman from Indiana,['Booth Tarkington'],There is a fertile stretch of flat lands in Indiana where unagrarian Eastern travellers glancing from car-windows shudder and return their eyes to interior upholstery preferring even the swaying caparisons of a Pullman to the monotony without.,490.0,['City and town life'],,,http://books.google.com/books/content?id=A5sRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=A5sRAAAAMAAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=361&source=gbs_api,,https://play.google.com/store/books/details?id=A5sRAAAAMAAJ&rdid=book-A5sRAAAAMAAJ&rdot=1&source=gbs_api
"Crisis Reporters, Emotions, and Technology",['Johana Kotišová'],"This open access book explores the emotional labour of crisis reporters in an original style that combines fictional and factual narrative. Exploring how journalists make sense of their emotional experience and development in relation to their professional ideology, it illustrates how media professionals learn to think and act within crisis situations. Drawing on in-depth interviews with journalists reporting on wars, terror attacks and natural disasters, the book rethinks traditional concepts in journalistic thought. Finally, it reflects on the specific, contemporary vulnerabilities of industry professionals, including the impact of new technologies, specific forms of precarity, and a particular strain of cynicism central to the industry. Combining comprehensive, empirical research with the fictional narrative of a journalist protagonist, Crisis Reporters, Emotions and Technology establishes an innovative approach to academic storytelling.",244.0,['Language Arts & Disciplines'],,,http://books.google.com/books/content?id=1vqlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=1vqlDwAAQBAJ&printsec=frontcover&dq=Contemporary+Fiction&hl=&as_brr=1&cd=370&source=gbs_api,An Ethnography,https://play.google.com/store/books/details?id=1vqlDwAAQBAJ&rdid=book-1vqlDwAAQBAJ&rdot=1&source=gbs_api
Tincture Journal Issue Two (Winter 2013),['Daniel Young'],"Tincture Journal is a quarterly literary journal based in Sydney, Australia and collecting interesting new works of fiction, poetry and non-fiction from Australia and the world.",,['Fiction'],,,http://books.google.com/books/content?id=fFMXAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=fFMXAwAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=372&source=gbs_api,,https://play.google.com/store/books/details?id=fFMXAwAAQBAJ&rdid=book-fFMXAwAAQBAJ&rdot=1&source=gbs_api
Max Ernst,"['Max Ernst', 'Metropolitan Museum of Art (New York, N.Y.)']",A comprehensive look at the life and work of a pioneering 20th-century artist,321.0,['Art'],,,http://books.google.com/books/content?id=g645i-qeTuoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=g645i-qeTuoC&printsec=frontcover&dq=Contemporary+Fiction&hl=&as_brr=1&cd=374&source=gbs_api,A Retrospective,No link available
Intergenerational Trauma and Healing,"['Melissa Leal', 'Beth Rose Middleton', 'Melissa Moreno']","This Special Issue of Genealogy explores the topic of “Intergenerational Trauma and Healing”. Authors examine the ways in which traumas (individual or group, and affecting humans and non-humans) that occurred in past generations reverberate into the present and how individuals, communities, and nations respond to and address those traumas. Authors also explore contemporary traumas, how they reflect ancestral traumas, and how they are being addressed through drawing on both contemporary and ancestral healing approaches. The articles define trauma broadly, including removal from homelands, ecocide, genocide, sexual or gendered violence, institutionalized and direct racism, incarceration, and exploitation, and across a wide range of spatial (home to nation) and temporal (intergenerational/ancestral and contemporary) scales. Articles also approach healing in an expansive mode, including specific individual healing practices, community-based initiatives, class-action lawsuits, group-wide reparations, health interventions, cultural approaches, and transformative legal or policy decisions. Contributing scholars for this issue are from across disciplines (including ethnic studies, genetics, political science, law, environmental policy, public health, humanities, etc.). They consider trauma and its ramifications alongside diverse mechanisms of healing and/or rearticulating self, community, and nation.",76.0,['Social Science'],,,http://books.google.com/books/content?id=mcQiEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=mcQiEAAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=378&source=gbs_api,,No link available
Aurora Floyd,['Mary Elizabeth Braddon'],"Faint streaks of crimson glimmer here and there amidst the rich darkness of the Kentish woods. Autumn's red finger has been lightly laid upon the foliage-sparingly, as the artist puts the brighter tints into his picture: but the grandeur of an August sunset blazes upon the peaceful landscape, and lights all into glory.",322.0,,,,http://books.google.com/books/content?id=GeYBAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=GeYBAAAAQAAJ&printsec=frontcover&dq=Contemporary+Fiction&hl=&as_brr=1&cd=379&source=gbs_api,,https://play.google.com/store/books/details?id=GeYBAAAAQAAJ&rdid=book-GeYBAAAAQAAJ&rdot=1&source=gbs_api
The End and the Beginning,['Hermynia Zur Mühlen'],"First published in Germany in 1929, The End and the Beginning is a lively personal memoir of a vanished world and of a rebellious, high-spirited young woman's struggle to achieve independence. Born in 1883 into a distinguished and wealthy aristocratic family of the old Austro-Hungarian Empire, Hermynia Zur Muhlen spent much of her childhood travelling in Europe and North Africa with her diplomat father. After five years on her German husband's estate in czarist Russia she broke with both her family and her husband and set out on a precarious career as a professional writer committed to socialism. Besides translating many leading contemporary authors, notably Upton Sinclair, into German, she herself published an impressive number of politically engaged novels, detective stories, short stories, and children's fairy tales. Because of her outspoken opposition to National Socialism, she had to flee her native Austria in 1938 and seek refuge in England, where she died, virtually penniless, in 1951. This revised and corrected translation of Zur Muhlen's memoir - with extensive notes and an essay on the author by Lionel Gossman - will appeal especially to readers interested in women's history, the Central European aristocratic world that came to an end with the First World War, and the culture and politics of the late nineteenth and early twentieth centuries.",300.0,['Biography & Autobiography'],,,http://books.google.com/books/content?id=_gd1Aw0ZlEwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=_gd1Aw0ZlEwC&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=384&source=gbs_api,The Book of My Life,https://play.google.com/store/books/details?id=_gd1Aw0ZlEwC&rdid=book-_gd1Aw0ZlEwC&rdot=1&source=gbs_api
"Grammar of Life, Poetry of Living",['Santosh Jha'],"If you feel, honesty is musical, simplicity is sweet, reality is multidimensional and life-living is experiences optimization process; this eBook is for you. However, it is only half a book; remaining half shall happen after you shape up its emergence. Melody, rhythm, verve emerge, as you willfully orchestrate them. Magic awaits you in 2022; beyond. Grammar and poetry have been laid out. Step in. Exhausted, bitter; probably a bit down, after prolonged stretch of chaos and gloom! You are looking for novel, alternative life-living experiences, choices! The current madness is deep; remedial wisdom is complex and clarity of insight mired in mist of fake realities. This eBook is a process of simplifying solutions in melodious, lovable ways, with a magical togetherness, never engineered before. The eBook talks about complex life-living issues, with an aim to create novel and alternative ways to optimize beauty, bliss, brilliance and buoyancy in times of chaos and gloom. The knowledge, which shall create pathways to potentials, is also very complicated and huge. But, they have been simplified, with daily life examples. You have option to seek content suitable to your specific needs. Change is inevitable. However, often; wrong and undesirable changes happen, not because of lack of information but by partial, fake and half-baked information. In this eBook, we talk about life-living, novel and alternative changes, based on objective, holistic and scientifically updated information. We talk about how and why there is express need to reorient the populist and culturally dominated ideas and idealism of success, richness, relationship, intimacy and many other life-living ‘realities’. Special care has been taken to simplify complex ideas and processes, with examples from life-living experiences. The eBook is unique in the sense that it extends you the choice to personalize it by ensuring, what content you want to have, suiting your needs and personal fittingness. Everything is Information and all constituents and parts, forming this infinite plexus and system of Information, including humans, have only one identity – We are Fields, Landscapes, Information; within the colossal reality of infinite cosmos. This awareness is maturity. The practice of this reality is actually being alive. Only alive can understand grammar of life and poetry of living. Our consciousness has the potential to show us the realities of the cosmos and even beyond. We only kill its true potentials by restricting information to it only from a very small and localized milieu. Knowledge and its internalization open up and expand the milieus and it aligns us with the vastness of Information in the wider landscape of the cosmos. Larger and wider the Information landscape, better and greater is the potential of consciousness to create realities of novel and alternative experiences to us. This is the Grammar of Life. We shall elaborate all aspects of this grammar in this eBook. The Poetry of Living involves this very critical but exclusively personal ingredient of Awareness, its internalization and holistic usage to process out integration and assimilation of myriads of elements (information) in internal and external milieus. Many people have the knowledge of Grammar but very few can create Poetry. This happens as they are good at ingredients but not as good and successful at processes. We talk about these processes here in details, with examples and daily-life experiences to facilitate understanding. At the very outset, we need to talk about ‘Reality’ of ‘Success’ and ‘Richness’. The wise of humanity tells us that true success and richness of life-living is not in money, power, fame and consumption. It is in quantitative and qualitative abundance of probabilistic experiences of myriad shades and hues of Realities. These are complex ideas but this eBook has made it simple and easy. I humbly assure; this eBook shall make you truly rich and successful. Thanks.",,['Psychology'],,,http://books.google.com/books/content?id=vHReEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=vHReEAAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=390&source=gbs_api,,https://play.google.com/store/books/details?id=vHReEAAAQBAJ&rdid=book-vHReEAAAQBAJ&rdot=1&source=gbs_api
Transfigurations,['Asbjørn Grønstad'],"In many senses, viewers have cut their teeth on the violence in American cinema: from Anthony Perkins slashing Janet Leigh in the most infamous of shower scenes; to the 1970s masterpieces of Martin Scorsese, Sam Peckinpah and Francis Ford Coppola; to our present-day undertakings in imagining global annihilations through terrorism, war, and alien grudges. Transfigurations brings our cultural obsession with film violence into a renewed dialogue with contemporary theory. Grønstad argues that the use of violence in Hollywood films should be understood semiotically rather than viewed realistically; Tranfigurations thus alters both our methodology of reading violence in films and the meanings we assign to them, depicting violence not as a self-contained incident, but as a convoluted network of our own cultural ideologies and beliefs.",278.0,['Performing Arts'],,,http://books.google.com/books/content?id=WZQDIlC4QP0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=WZQDIlC4QP0C&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=394&source=gbs_api,"Violence, Death and Masculinity in American Cinema",No link available
Indian Literature in English,['Satish Barbuddhe'],Most of the papers presented at various national and international seminars.,442.0,['Indic literature (English)'],5.0,1.0,http://books.google.com/books/content?id=GQ-cVR_8v-4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=GQ-cVR_8v-4C&printsec=frontcover&dq=Contemporary+Fiction&hl=&as_brr=1&cd=395&source=gbs_api,Critical Views,No link available
Arid Land Systems: Sciences and Societies,"['Troy Sternberg', 'Ariell Ahearn']","Understanding deserts and drylands is essential, as arid landscapes cover >40% of the Earth and are home to two billion people. Today's problematic environment–human interaction needs contemporary knowledge to address dryland complexity. Physical dimensions in arid zones—land systems, climate and hazards, ecology—are linked with social processes that directly impact drylands, such as land management, livelihoods, and development. The challenges require integrated research that identifies systemic drivers across global arid regions. Measurement and monitoring, field investigation, remote sensing, and data analysis are effective tools to investigate natural dynamics. Equally, inquiry into how policy and practice affect landscape sustainability is key to mitigating detrimental activity in deserts. Relations between socio-economic forces and degradation, agro-pastoral rangeland use, drought and disaster and resource extraction reflect land interactions. Contemporary themes of food security, conflict, and conservation are interlinked in arid environments. This book unifies desert science, arid environments, and dryland development. The chapters identify land dynamics, address system risks and delineate human functions through original research in arid zones. Mixed methodologies highlight the vital links between social and environmental science in global deserts. The book engages with today's topical themes and presents novel analyses of arid land systems and societies.",380.0,['Social Science'],,,http://books.google.com/books/content?id=cPWpDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=cPWpDwAAQBAJ&pg=PR1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=403&source=gbs_api,,No link available
Women Poets of Japan,"['Kenneth Rexroth', '渥美育子']","From early as the seventh century up to the present day, no other has had so many important women poets as Japan.",196.0,['Literary Criticism'],,,http://books.google.com/books/content?id=0BMQwLapofkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=0BMQwLapofkC&printsec=frontcover&dq=Contemporary+Fiction&hl=&as_brr=1&cd=406&source=gbs_api,,No link available
Terminations,['Henry James'],"Few writers have garnered such wide acclaim as Henry James. James is considered one of the literary giants of his age, an exquisite stylist who questioned the mores and stereotypes of the Gilded Age. Terminations is Henry James's most thematically unified collection of stories. Gathered in 1895, following his fascination with the supernatural in the 1880s, this elegant collection explores the sadness of loss, both physical and spiritual, and finds James at his introspective best, while providing a glimpse of how the author dealt with death in his own life.",264.0,['American fiction'],,,http://books.google.com/books/content?id=0ohs14FCJV4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=0ohs14FCJV4C&printsec=frontcover&dq=Contemporary+Fiction&hl=&as_brr=1&cd=409&source=gbs_api,,https://play.google.com/store/books/details?id=0ohs14FCJV4C&rdid=book-0ohs14FCJV4C&rdot=1&source=gbs_api
Extraordinary Partnerships,['Christine Henseler'],"This inspirative and hopeful collection demonstrates that the arts and humanities are entering a renaissance that stands to change the direction of our communities. Community leaders, artists, educators, scholars, and professionals from many fields show how they are creating responsible transformations through partnership in the arts and humanities. The diverse perspectives that come together in this book teach us how to perceive our lives and our disciplines through a broader context. The contributions exemplify how individuals, groups, and organizations use artistic and humanistic principles to explore new structures and novel ways of interacting to reimagine society. They refresh and reinterpret the ways in which we have traditionally assigned space and value to the arts and humanities.",418.0,['Art'],,,http://books.google.com/books/content?id=qDfnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=qDfnDwAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=410&source=gbs_api,How the Arts and Humanities are Transforming America,No link available
Fabricate 2014,"['Fabio Gramazio', 'Matthias Kohler', 'Silke Langenberg']","FABRICATE is an international peer reviewed conference that takes place every three years with a supporting publication on the theme of Digital Fabrication. Discussing the progressive integration of digital design with manufacturing processes, and its impact on design and making in the 21st century, FABRICATE brings together pioneers in design and making within architecture, construction, engineering, manufacturing, materials technology and computation. Discussion on key themes includes: how digital fabrication technologies are enabling new creative and construction opportunities from component to building scales, the difficult gap that exists between digital modelling and its realisation, material performance and manipulation, off-site and on-site construction, interdisciplinary education, economic and sustainable contexts. FABRICATE features cutting-edge built work from both academia and practice, making it a unique event that attracts delegates from all over the world. FABRICATE 2011, 2014 and 2017 are now all available to download free from UCL Press.",315.0,['Architecture'],,,http://books.google.com/books/content?id=BEZLDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=BEZLDwAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=411&source=gbs_api,Negotiating Design &amp; Making,https://play.google.com/store/books/details?id=BEZLDwAAQBAJ&rdid=book-BEZLDwAAQBAJ&rdot=1&source=gbs_api
"The Norton Anthology of English Literature, The Major Authors","['Greenblatt, Stephen']","The most-trusted and best-selling anthology continues to set the bar with a vibrant revision of the Major Authors Edition. Major Authors offers new complete major works, new contemporary writers, and new dynamic and convenient digital resources. Now the Norton is an even better teaching tool and, as ever, an unmatched value for students.",14.0,['Literary Collections'],,,http://books.google.com/books/content?id=SlryDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=SlryDwAAQBAJ&pg=PR6&dq=Contemporary+Fiction&hl=&as_brr=1&cd=412&source=gbs_api,Tenth Edition Volume 2,No link available
Open Content Licensing,"['Lucie Guibault', 'Christina Angelopoulos']","Although open content licenses only account for a fraction of all copyright licenses currently enforced in the world, their introduction has had profound effects on the use and dissemination of information. This book explores the theoretical underpinnings of these licenses and offers insight on the practical advantages and inconveniences of their use. The essays collected here include an objective study of the principles of open content from the perspective of European intellectual property law as well as novel examinations of their possible implementation in different areas of the cultural or information industry.",296.0,['Law'],3.5,2.0,http://books.google.com/books/content?id=RW1P5XOp_NoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=RW1P5XOp_NoC&printsec=frontcover&dq=Contemporary+Fiction&hl=&as_brr=1&cd=415&source=gbs_api,From Theory to Practice,No link available
Advances in Architectural Geometry 2016,"['Sigrid Adriaenssens', 'Fabio Gramazio', 'Matthias Kohler', 'Achim Menges', 'Mark Pauly']","The Advances in Architectural Geometry (AAG) symposia serve as a unique forum where developments in the design, analysis and fabrication of building geometry are presented. With participation of both academics and professionals, each symposium aims to gather and present practical work and theoretical research that responds to contemporary design challenges and expands the opportunities for architectural form. The fifth edition of the AAG symposia was hosted by the National Centre for Competence in Research Digital Fabrication at ETH Zurich, Switzerland, in September 2016. This book contains the proceedings from the AAG2016 conference and offers detailed insight into current and novel geometrical developments in architecture. The 22 diverse, peer-reviewed papers present cutting-edge innovations in the fields of mathematics, computer graphics, software design, structural engineering, and the design and construction of architecture.",408.0,['Architectural design'],,,http://books.google.com/books/content?id=MCb5DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=MCb5DAAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=416&source=gbs_api,,https://play.google.com/store/books/details?id=MCb5DAAAQBAJ&rdid=book-MCb5DAAAQBAJ&rdot=1&source=gbs_api
Botticelli Past and Present,"['Ana Debenedetti', 'Caroline Elam']","The recent exhibitions dedicated to Botticelli around the world show, more than ever, the significant and continued debate about the artist. Botticelli Past and Present engages with this debate. The book comprises four thematic parts, spanning four centuries of Botticelli’s artistic fame and reception from the fifteenth century. Each part comprises a number of essays and includes a short introduction which positions them within the wider scholarly literature on Botticelli. The parts are organised chronologically beginning with discussion of the artist and his working practice in his own time, moving onto the progressive rediscovery of his work from the late eighteenth to the turn of the twentieth century, through to his enduring impact on contemporary art and design. Expertly written by researchers and eminent art historians and richly illustrated throughout, the broad range of essays in this book make a valuable contribution to Botticelli studies.",334.0,['Art'],,,http://books.google.com/books/content?id=QmKCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=QmKCDwAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=417&source=gbs_api,,No link available
A Critical Handbook of Children's Literature,['Rebecca J. Lukens'],"A Critical Handbook of Children's Literature, Ninth Edition, gives future teachers, practicing teachers, librarians, and parents many examples of quality children's literature to guide them in choosing the best books for the classroom, library, or home. The Handbook analyzes children's books that showcase positive examples of the literary elements, formats, and genres that are the focus in the field of children's literature. The books are noteworthy children's books, from classics to favorites to just-published titles, all selected as thought-provoking, important, or motivating choices. The authors suggest that readers examine the Handbook and then apply the literary concepts to additional reading from today's ever-expanding selection of children's books.",241.0,,1.0,2.0,http://books.google.com/books/content?id=fu_luYURcWIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=fu_luYURcWIC&printsec=frontcover&dq=Contemporary+Fiction&hl=&as_brr=1&cd=418&source=gbs_api,,No link available
The Spectral Arctic,['Shane McCorristine'],"Visitors to the Arctic enter places that have been traditionally imagined as otherworldly. This strangeness fascinated audiences in nineteenth-century Britain when the idea of the heroic explorer voyaging through unmapped zones reached its zenith. The Spectral Arctic re-thinks our understanding of Arctic exploration by paying attention to the importance of dreams and ghosts in the quest for the Northwest Passage. The narratives of Arctic exploration that we are all familiar with today are just the tip of the iceberg: they disguise a great mass of mysterious and dimly lit stories beneath the surface. In contrast to oft-told tales of heroism and disaster, this book reveals the hidden stories of dreaming and haunted explorers, of frozen mummies, of rescue balloons, visits to Inuit shamans, and of the entranced female clairvoyants who travelled to the Arctic in search of John Franklin’s lost expedition. Through new readings of archival documents, exploration narratives, and fictional texts, these spectral stories reflect the complex ways that men and women actually thought about the far North in the past. This revisionist historical account allows us to make sense of current cultural and political concerns in the Canadian Arctic about the location of Franklin’s ships.",278.0,['History'],,,http://books.google.com/books/content?id=vZVaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=vZVaDwAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=423&source=gbs_api,A History of Dreams and Ghosts in Polar Exploration,No link available
Mola ... Person,['Lynn Veach Sadler'],"“A lesson in history, almost. A lesson in anthropology, tradition, and roots, almost. A lesson in the power of poetry to rend and blend reality and imagination until they become indistinguishable from each other, certainly. Who is the clone of whom? Who is the real child and grown-up artist? Dr. Lynn Veach Sadler’s exquisite handling of language tools and penetrating research into the subject matter of this chapbook and her unique way of mixing what we know and what we think we know provide us with a landscape that necessitates only the closing of eyes in order to transport us to this world of blurred colors and blurred consciousness. Along the way, we get an ‘answer’ for what happened to one of the Panama Canal engineers.”—Yossi Faybish, Editor, Aquillrelle Press, Grimbergen, Belgium “In her latest chapbook, Mola ... Person, Lynn Veach Sadler channels the voice of an albino male with the Kuna tribe, this particular division on the San Blas islands off Colombia and Panama. The focused poems together form a pleasant anthropological analysis in poetry and a well-researched diversion from the more common poetry themes being explored by contemporary poets. As Publisher of several of her history-researched poems the past few years, I find Mola ... Person to be a compelling expansion of Dr. Sadler’s previous analyses of histories and cultures and a chapbook that will be of interest to those who want a ‘You Are There’ approach to learning about an interesting and lesser-known native culture.”—David Messineo, Publisher/Poetry Editor, Sensations Magazine standard definition of mola: ""A colorful fabric panel of Central American origin, sewn with a reverse-appliqué technique and used for decorative purposes, as on clothing or furniture or as a wall hanging.""",28.0,['Poetry'],,,http://books.google.com/books/content?id=BBpcJTXwWk0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=BBpcJTXwWk0C&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=426&source=gbs_api,,No link available
Poems of Guido Gezelle,['Paul Vincent'],"The Bruges-born poet-priest Guido Gezelle(1830–1899) is generally considered one of the masters of nineteenth-century European lyric poetry. At the end of his life and in the first two decades of the twentieth century, Gezellewas hailed by the avant-garde as the founder of modern Flemish poetry. His unique voice was belatedly recognised in the Netherlands and often compared with his English contemporary Gerard Manley Hopkins (1844–1889). In this bilingual anthology, award-winning translator Paul Vincent selects a representative picture of Gezelle’soutput, from devotional through narrative, to celebratory and expressionistic. Gezelle’sfavourite themes are childhood, the Flemish landscape, friendship, nature, religion and the Flemish vernacular, and his apparently simple poems conceal a sophisticated prosody and a dialogue with spiritual and literary tradition.However, an important barrier to wider international recognition of his lyric genius up to now has been the absence of translations that do justice to the vigour and musicality of Gezelle’sWest Flemish idiom. Two of the translations included go some way to redressing the balance: ‘TheWatter-Scriever’ by Scotland’s national poet Edwin Morgan and ‘A Little Leaf . . .’ by Francis Jones. Both translators make brilliant use of their own vernaculars (Glaswegian and North Yorkshire respectively) to bring Gezelleto life for the non-Dutch-speaking reader.",253.0,['Poetry'],,,http://books.google.com/books/content?id=pUZLDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=pUZLDwAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=427&source=gbs_api,A Bilingual Anthology,No link available
"BUCKLEY, BATMAN & MYNDIE: Echoes of the Victorian culture-clash frontier",Unknown,"Sounding 7 begins with Echo 107 titled CONTEMPORARY EUROPEAN EYES ON THE OZ CULTURE-CLASH FRONTIER followed by echoes on BUCKLEY REVISITED, AFTER THE PROTECTORATE CRUMBLED and WHAT OF PROTECTOR ROBINSON? Echoes follow on salvaging tribal ways, the Merri Creek black orphanage, ‘going round the bend’ at the Asylum and Echo 114: THE CELESTIALS OF VICTORIA, being the resented Chinese gold miners. Exploring the contrasting fate of Batman, La Trobe and Derrimut, leads into echoes on fringe-dwelling, cultural resistance and Oz racism, in particular the mass psychology of racist ideology that culminated with World War 2. After the gold rush era, life and right behaviour at the Healesville Coranderrk mission station and re-thinking William Thomas the Aboriginal Guardian lead to the pleasant notion of civilizing British colonies through sport. The life and exploits of Tom Wills is celebrated in Echo 122: THE MAKING & BREAKING OF VICTORIA’S FIRST SPORTING HERO. Turning to political history, Oz class struggles – convicts, capitalism and nation-building asks the question with Echo 124: WHITHER MARXISM [?] and then BRITISH EMPIRE POLICY REFORMS IN THE 1840s to contain a Chartist-led revolution. Facets of Victorian ‘quality of life’ since the land grab are followed by echoes on the astrology of the 1802 Port Phillip Crown possession claim and an echo titled TOWARDS AN ASTROLOGY OF CIVILIZATION. The Sounding concludes with approaches to researching Aboriginal society, an undergraduate essay on the Dreamtime and finally with Echo 130: A RAINBOW SERPENT BRIDGE. Today in the 21s century, I wonder how differently Oz would have developed if the then ruling British government in Sydney and London had not used censorship to delay the gold rush for almost 40 years! Sounding 8 begins with Echo 131: HISTORY DISTORTION & CENSORSHIP and is backed up with a critique of Britannia’s pirate empire that together spawn two more echoes of doubtful but controversial polemics in 1421 – THE YEAR CHINA DISCOVERED THE WORLD suggesting they were here in Oz many centuries before Captain Cook. Echo 135: THE KADAITCHA SUNG MEETS THE DRUID INHERITANCE pits Palm Islander Sam Watson’s 1990s fiction The Kadaitcha Sung [the ‘clever’ occult Oz Dreamtime] in occult war with the equally ancient European / Celtic / Druid magic in the psyche of the Aryan ‘race’, so to speak. Going even further out on a limb, the focus shifts to recent light shed on ‘dark ages barbarians’ now considered by some historians to have been more culturally refined than the modern city individual. Back in Oz with Echo 137: WHITE MAN’S LAW – BLACKFELLOW LAW and Echo 138: McLEOD’S BUCKET FROM SKULL CREEK brings Western Australia after WW2 into wider awareness with the Pilbara pastoral workers strike of 1946-49 that won half-decent wage rights for Aboriginal stockmen. Moving further north, Echo 141: RECENT ARNHEMLAND CONNECTIONS Part 1: Taming the NT is the stuff of White Australia’s race-based patriotism as depicted in Ion Idriess’s once-mainstream fascist fictions counterpointed by Part 2: James Gaykamangus’s Striving to bridge the chasm: my cultural learning journey. The final echo 142 talks treaty.",977.0,['History'],,,http://books.google.com/books/content?id=2RUYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=2RUYEAAAQBAJ&pg=PP1&dq=Contemporary+Fiction&hl=&as_brr=1&cd=429&source=gbs_api,Sounding 7: FROM DREAMTIME TO REAL ESTATE AS THE LAND CLAIMS THE PEOPLE and Sounding 8: SOCIAL GANGRENE & TOWARDS HEALING THE WOUNDS,No link available
